order_id,order_date,region,city,channel,customer_segment,category,product,quantity,unit_price_usd,gross_revenue_usd,discount_rate,discount_amount_usd,net_revenue_usd,cogs_usd,shipping_fulfillment_usd,payment_fee_usd,returned_flag,return_amount_usd,gross_profit_usd,net_profit_usd,month
ADH-101937,2025-04-09,East,Onitsha,Online,SME,Home & Kitchen,Kettle,2,88.38,176.76,0.0,0.0,176.76,133.98,5.93,3.18,0,0.0,42.78,33.67,2025-04
ADH-101938,2025-04-09,South,Uyo,Online,Retail,Electronics,Earbuds,1,19.23,19.23,0.044,0.85,18.38,13.16,6.51,0.33,0,0.0,5.22,-1.62,2025-04
ADH-101939,2025-04-09,East,Enugu,Wholesale,Corporate,Electronics,Bluetooth Speaker,8,91.85,734.8,0.0,0.0,734.8,532.65,2.0,5.88,0,0.0,202.15,194.27,2025-04
ADH-101940,2025-04-09,South,Port Harcourt,Wholesale,Retail,Electronics,Phone Accessory,8,85.38,683.04,0.0,0.0,683.04,525.66,1.97,5.46,0,0.0,157.38,149.95,2025-04
ADH-101941,2025-04-09,North,Jos,POS,Retail,Groceries,Noodles Pack,2,22.75,45.5,0.0,0.0,45.5,41.06,0.0,0.55,0,0.0,4.44,3.89,2025-04
ADH-101942,2025-04-09,North,Abuja,Online,Retail,Home & Kitchen,Bedsheet,1,68.87,68.87,0.0,0.0,68.87,53.62,5.15,1.24,0,0.0,15.25,8.86,2025-04
ADH-101943,2025-04-09,East,Owerri,Online,Retail,Groceries,Noodles Pack,3,6.32,18.96,0.0,0.0,18.96,16.05,7.07,0.34,0,0.0,2.91,-4.5,2025-04
ADH-101944,2025-04-09,East,Enugu,Online,Retail,Electronics,Phone Accessory,1,35.78,35.78,0.0,0.0,35.78,26.74,4.45,0.64,0,0.0,9.04,3.95,2025-04
ADH-101945,2025-04-09,North,Kano,POS,Retail,Fashion,Cap,2,67.16,134.32,0.0,0.0,134.32,95.2,0.0,1.61,0,0.0,39.12,37.51,2025-04
ADH-101946,2025-04-09,North,Jos,Online,Retail,Groceries,Rice 5kg,2,23.31,46.62,0.031,1.45,45.17,40.29,4.52,0.81,0,0.0,4.88,-0.45,2025-04
ADH-101947,2025-04-09,South,Port Harcourt,Online,SME,Groceries,Detergent,3,9.01,27.03,0.0,0.0,27.03,24.46,8.4,0.49,0,0.0,2.57,-6.32,2025-04
ADH-101948,2025-04-09,East,Enugu,Online,Retail,Electronics,Earbuds,2,66.2,132.4,0.0,0.0,132.4,100.71,3.81,2.38,0,0.0,31.69,25.5,2025-04
ADH-101949,2025-04-09,South,Uyo,POS,SME,Electronics,Earbuds,3,81.75,245.25,0.0,0.0,245.25,190.27,0.0,2.94,0,0.0,54.98,52.04,2025-04
ADH-101950,2025-04-09,West,Ilorin,Wholesale,Retail,Groceries,Detergent,8,38.89,311.12,0.0,0.0,311.12,256.68,0.51,2.49,0,0.0,54.44,51.44,2025-04
ADH-101951,2025-04-09,West,Ibadan,Online,Corporate,Fashion,T-Shirt,2,19.96,39.92,0.0,0.0,39.92,25.83,5.0,0.72,0,0.0,14.09,8.37,2025-04
ADH-101952,2025-04-09,South,Uyo,Online,Retail,Home & Kitchen,Blender,1,49.76,49.76,0.0,0.0,49.76,36.85,4.16,0.9,0,0.0,12.91,7.85,2025-04
ADH-101953,2025-04-10,North,Kano,Online,SME,Health & Beauty,Hair Care,2,49.33,98.66,0.0,0.0,98.66,61.18,7.89,1.78,1,48.11,37.48,-20.3,2025-04
ADH-101954,2025-04-10,North,Kaduna,Online,SME,Electronics,Power Bank,2,97.79,195.58,0.0,0.0,195.58,158.33,4.9,3.52,0,0.0,37.25,28.83,2025-04
ADH-101955,2025-04-10,West,Abeokuta,Online,SME,Groceries,Noodles Pack,2,37.57,75.14,0.0,0.0,75.14,65.54,5.2,1.35,0,0.0,9.6,3.05,2025-04
ADH-101956,2025-04-10,East,Aba,POS,Corporate,Groceries,Noodles Pack,1,10.65,10.65,0.0,0.0,10.65,9.89,0.0,0.13,0,0.0,0.76,0.63,2025-04
ADH-101957,2025-04-10,East,Enugu,POS,SME,Fashion,Jeans,2,10.5,21.0,0.0,0.0,21.0,15.81,0.0,0.25,0,0.0,5.19,4.94,2025-04
ADH-101958,2025-04-10,North,Kano,POS,SME,Fashion,Sneakers,2,50.16,100.32,0.0,0.0,100.32,52.54,0.0,1.2,0,0.0,47.78,46.58,2025-04
ADH-101959,2025-04-10,South,Warri,POS,SME,Groceries,Beverage Pack,2,37.4,74.8,0.0,0.0,74.8,65.9,0.0,0.9,0,0.0,8.9,8.0,2025-04
ADH-101960,2025-04-10,West,Ibadan,Wholesale,Retail,Groceries,Beverage Pack,5,29.56,147.8,0.0,0.0,147.8,129.99,0.41,1.18,0,0.0,17.81,16.22,2025-04
ADH-101961,2025-04-10,South,Warri,Online,SME,Groceries,Beverage Pack,2,9.02,18.04,0.0,0.0,18.04,16.58,4.33,0.32,0,0.0,1.46,-3.19,2025-04
ADH-101962,2025-04-10,North,Kano,POS,Retail,Groceries,Detergent,1,32.72,32.72,0.0,0.0,32.72,29.94,0.0,0.39,0,0.0,2.78,2.39,2025-04
ADH-101963,2025-04-10,East,Owerri,Online,Corporate,Home & Kitchen,Bedsheet,1,23.67,23.67,0.0,0.0,23.67,17.99,6.08,0.43,0,0.0,5.68,-0.83,2025-04
ADH-101964,2025-04-10,North,Kaduna,Wholesale,Retail,Home & Kitchen,Kettle,5,103.07,515.35,0.0,0.0,515.35,393.88,0.69,4.12,0,0.0,121.47,116.66,2025-04
ADH-101965,2025-04-10,West,Ilorin,Wholesale,Retail,Fashion,Cap,15,19.64,294.6,0.0,0.0,294.6,182.18,0.53,2.36,0,0.0,112.42,109.53,2025-04
ADH-101966,2025-04-10,North,Kano,POS,Corporate,Home & Kitchen,Extension Cable,1,141.01,141.01,0.0,0.0,141.01,110.78,0.0,1.69,0,0.0,30.23,28.54,2025-04
ADH-101967,2025-04-10,North,Abuja,Online,Retail,Groceries,Detergent,3,21.03,63.09,0.065,4.1,58.99,54.9,6.45,1.06,0,0.0,4.09,-3.42,2025-04
ADH-101968,2025-04-10,South,Uyo,Online,Retail,Health & Beauty,Toiletries Set,1,76.26,76.26,0.0,0.0,76.26,56.26,6.39,1.37,0,0.0,20.0,12.24,2025-04
ADH-101969,2025-04-10,North,Kano,Online,Retail,Fashion,T-Shirt,2,53.63,107.26,0.0,0.0,107.26,81.98,4.8,1.93,0,0.0,25.28,18.55,2025-04
ADH-101970,2025-04-10,East,Enugu,Online,Retail,Electronics,Smartwatch,3,30.29,90.87,0.0,0.0,90.87,63.9,10.38,1.64,0,0.0,26.97,14.95,2025-04
ADH-101971,2025-04-10,South,Port Harcourt,POS,Retail,Fashion,Jeans,2,12.5,25.0,0.0,0.0,25.0,14.66,0.0,0.3,0,0.0,10.34,10.04,2025-04
ADH-101972,2025-04-10,East,Aba,Online,Retail,Electronics,Smartwatch,1,108.1,108.1,0.0,0.0,108.1,77.02,5.5,1.95,0,0.0,31.08,23.63,2025-04
ADH-101973,2025-04-10,North,Kano,Online,SME,Fashion,Cap,1,50.45,50.45,0.0,0.0,50.45,37.53,4.59,0.91,0,0.0,12.92,7.42,2025-04
ADH-101974,2025-04-10,North,Kano,POS,SME,Groceries,Rice 5kg,2,10.92,21.84,0.0,0.0,21.84,19.93,0.0,0.26,0,0.0,1.91,1.65,2025-04
ADH-101975,2025-04-11,East,Owerri,POS,Retail,Electronics,Power Bank,1,25.27,25.27,0.0,0.0,25.27,19.36,0.0,0.3,0,0.0,5.91,5.61,2025-04
ADH-101976,2025-04-11,North,Kano,POS,Retail,Health & Beauty,Hair Care,2,29.32,58.64,0.0,0.0,58.64,33.14,0.0,0.7,0,0.0,25.5,24.8,2025-04
ADH-101977,2025-04-11,South,Uyo,POS,Retail,Fashion,T-Shirt,1,23.78,23.78,0.0,0.0,23.78,15.72,0.0,0.29,0,0.0,8.06,7.77,2025-04
ADH-101978,2025-04-11,East,Aba,Online,Retail,Electronics,Smartwatch,3,115.51,346.53,0.0,0.0,346.53,263.91,5.05,6.24,0,0.0,82.62,71.33,2025-04
ADH-101979,2025-04-11,North,Abuja,Online,Retail,Electronics,Earbuds,3,118.75,356.25,0.0,0.0,356.25,250.6,4.21,6.41,0,0.0,105.65,95.03,2025-04
ADH-101980,2025-04-11,North,Kaduna,POS,SME,Groceries,Rice 5kg,2,41.61,83.22,0.0,0.0,83.22,68.76,0.0,1.0,0,0.0,14.46,13.46,2025-04
ADH-101981,2025-04-11,North,Abuja,POS,Retail,Home & Kitchen,Bedsheet,2,92.74,185.48,0.0,0.0,185.48,143.65,0.0,2.23,0,0.0,41.83,39.6,2025-04
ADH-101982,2025-04-11,North,Abuja,Wholesale,Retail,Health & Beauty,Hair Care,12,74.37,892.44,0.0,0.0,892.44,674.59,2.48,7.14,0,0.0,217.85,208.23,2025-04
ADH-101983,2025-04-11,West,Ibadan,POS,Retail,Home & Kitchen,Extension Cable,1,91.38,91.38,0.0,0.0,91.38,58.4,0.0,1.1,0,0.0,32.98,31.88,2025-04
ADH-101984,2025-04-11,West,Lagos,Online,SME,Fashion,Cap,3,29.79,89.37,0.054,4.83,84.54,59.79,8.05,1.52,0,0.0,24.75,15.18,2025-04
ADH-101985,2025-04-11,West,Ibadan,Wholesale,Retail,Home & Kitchen,Kettle,8,130.93,1047.44,0.0,0.0,1047.44,692.02,2.17,8.38,0,0.0,355.42,344.87,2025-04
ADH-101986,2025-04-11,North,Jos,Online,Retail,Electronics,Power Bank,2,59.7,119.4,0.0,0.0,119.4,78.77,4.06,2.15,0,0.0,40.63,34.42,2025-04
ADH-101987,2025-04-11,East,Onitsha,Wholesale,Retail,Groceries,Beverage Pack,8,18.78,150.24,0.0,0.0,150.24,129.64,1.28,1.2,0,0.0,20.6,18.12,2025-04
ADH-101988,2025-04-11,South,Port Harcourt,Wholesale,Retail,Fashion,T-Shirt,8,35.63,285.04,0.043,12.26,272.78,202.94,2.22,2.18,0,0.0,69.84,65.44,2025-04
ADH-101989,2025-04-11,South,Warri,POS,Retail,Electronics,Bluetooth Speaker,1,113.91,113.91,0.0,0.0,113.91,86.13,0.0,1.37,0,0.0,27.78,26.41,2025-04
ADH-101990,2025-04-11,West,Lagos,Wholesale,Corporate,Fashion,T-Shirt,5,51.71,258.55,0.0,0.0,258.55,146.48,0.47,2.07,0,0.0,112.07,109.53,2025-04
ADH-101991,2025-04-11,West,Ilorin,Wholesale,Retail,Groceries,Detergent,12,32.74,392.88,0.0,0.0,392.88,356.54,2.34,3.14,0,0.0,36.34,30.86,2025-04
ADH-101992,2025-04-11,North,Abuja,Online,Retail,Groceries,Detergent,1,17.22,17.22,0.0,0.0,17.22,14.51,5.14,0.31,0,0.0,2.71,-2.74,2025-04
ADH-101993,2025-04-11,North,Abuja,Online,Retail,Electronics,Phone Accessory,1,114.81,114.81,0.055,6.31,108.5,81.99,7.72,1.95,0,0.0,26.51,16.84,2025-04
ADH-101994,2025-04-11,West,Ibadan,POS,Retail,Health & Beauty,Face Wash,2,64.92,129.84,0.047,6.1,123.74,70.81,0.0,1.48,0,0.0,52.93,51.45,2025-04
ADH-101995,2025-04-11,East,Enugu,POS,Retail,Groceries,Rice 5kg,1,20.8,20.8,0.0,0.0,20.8,17.4,0.0,0.25,0,0.0,3.4,3.15,2025-04
ADH-101996,2025-04-11,West,Abeokuta,Online,SME,Health & Beauty,Toiletries Set,1,58.58,58.58,0.0,0.0,58.58,37.04,4.62,1.05,0,0.0,21.54,15.87,2025-04
ADH-101997,2025-04-11,East,Onitsha,POS,Corporate,Fashion,Sneakers,1,70.17,70.17,0.0,0.0,70.17,48.73,0.0,0.84,0,0.0,21.44,20.6,2025-04
ADH-101998,2025-04-11,South,Port Harcourt,Online,Retail,Fashion,Jeans,1,30.75,30.75,0.0,0.0,30.75,21.91,5.03,0.55,0,0.0,8.84,3.26,2025-04
ADH-101999,2025-04-12,South,Benin,Online,Corporate,Groceries,Cooking Oil,2,15.23,30.46,0.0,0.0,30.46,27.28,4.13,0.55,0,0.0,3.18,-1.5,2025-04
ADH-102000,2025-04-12,North,Kaduna,Online,SME,Home & Kitchen,Kettle,2,125.31,250.62,0.0,0.0,250.62,164.02,9.86,4.51,0,0.0,86.6,72.23,2025-04
ADH-102001,2025-04-12,West,Lagos,Online,SME,Home & Kitchen,Bedsheet,1,85.86,85.86,0.0,0.0,85.86,65.2,8.44,1.55,0,0.0,20.66,10.67,2025-04
ADH-102002,2025-04-12,East,Aba,POS,SME,Groceries,Rice 5kg,3,40.38,121.14,0.0,0.0,121.14,103.73,0.0,1.45,0,0.0,17.41,15.96,2025-04
ADH-102003,2025-04-12,South,Benin,POS,Retail,Groceries,Cooking Oil,2,44.1,88.2,0.097,8.56,79.64,73.76,0.0,0.96,0,0.0,5.88,4.92,2025-04
ADH-102004,2025-04-12,South,Warri,Online,Retail,Groceries,Beverage Pack,1,53.14,53.14,0.021,1.12,52.02,45.68,6.94,0.94,0,0.0,6.34,-1.54,2025-04
ADH-102005,2025-04-12,East,Enugu,POS,Retail,Electronics,Power Bank,1,27.1,27.1,0.06,1.63,25.47,18.02,0.0,0.31,0,0.0,7.45,7.14,2025-04
ADH-102006,2025-04-12,South,Port Harcourt,Online,SME,Groceries,Detergent,1,16.53,16.53,0.0,0.0,16.53,15.17,6.39,0.3,0,0.0,1.36,-5.33,2025-04
ADH-102007,2025-04-12,North,Kaduna,Online,Retail,Fashion,Handbag,2,50.23,100.46,0.0,0.0,100.46,72.02,6.12,1.81,0,0.0,28.44,20.51,2025-04
ADH-102008,2025-04-12,West,Abeokuta,POS,SME,Electronics,Earbuds,1,55.38,55.38,0.0,0.0,55.38,42.16,0.0,0.66,0,0.0,13.22,12.56,2025-04
ADH-102009,2025-04-12,East,Onitsha,Online,Retail,Fashion,Sneakers,1,14.16,14.16,0.0,0.0,14.16,10.67,5.21,0.25,0,0.0,3.49,-1.97,2025-04
ADH-102010,2025-04-12,South,Uyo,Online,Corporate,Fashion,Sneakers,1,10.62,10.62,0.0,0.0,10.62,6.51,5.94,0.19,0,0.0,4.11,-2.02,2025-04
ADH-102011,2025-04-12,West,Abeokuta,Online,Retail,Health & Beauty,Toiletries Set,1,25.39,25.39,0.0,0.0,25.39,15.42,3.73,0.46,0,0.0,9.97,5.78,2025-04
ADH-102012,2025-04-12,East,Owerri,POS,Retail,Electronics,Bluetooth Speaker,2,50.78,101.56,0.049,4.98,96.58,72.04,0.0,1.16,0,0.0,24.54,23.38,2025-04
ADH-102013,2025-04-12,West,Ibadan,Wholesale,Retail,Home & Kitchen,Kettle,8,139.74,1117.92,0.0,0.0,1117.92,706.74,0.75,8.94,0,0.0,411.18,401.49,2025-04
ADH-102014,2025-04-12,North,Abuja,Wholesale,Retail,Groceries,Rice 5kg,10,33.79,337.9,0.0,0.0,337.9,302.12,1.53,2.7,0,0.0,35.78,31.55,2025-04
ADH-102015,2025-04-12,East,Onitsha,Online,Retail,Groceries,Detergent,2,16.57,33.14,0.0,0.0,33.14,28.87,7.24,0.6,0,0.0,4.27,-3.57,2025-04
ADH-102016,2025-04-12,North,Kano,Online,SME,Home & Kitchen,Extension Cable,1,21.27,21.27,0.0,0.0,21.27,13.47,7.46,0.38,0,0.0,7.8,-0.04,2025-04
ADH-102017,2025-04-12,South,Benin,Online,Retail,Groceries,Cooking Oil,2,12.21,24.42,0.0,0.0,24.42,22.72,6.2,0.44,0,0.0,1.7,-4.94,2025-04
ADH-102018,2025-04-12,West,Ibadan,Online,Retail,Home & Kitchen,Extension Cable,1,147.94,147.94,0.0,0.0,147.94,123.02,6.03,2.66,0,0.0,24.92,16.23,2025-04
ADH-102019,2025-04-12,North,Abuja,POS,SME,Fashion,T-Shirt,1,83.7,83.7,0.0,0.0,83.7,62.88,0.0,1.0,0,0.0,20.82,19.82,2025-04
ADH-102020,2025-04-12,South,Uyo,Wholesale,Retail,Fashion,Handbag,10,12.22,122.2,0.0,0.0,122.2,94.49,1.15,0.98,0,0.0,27.71,25.58,2025-04
ADH-102021,2025-04-12,East,Onitsha,Online,Retail,Groceries,Noodles Pack,2,22.33,44.66,0.0,0.0,44.66,41.28,7.6,0.8,0,0.0,3.38,-5.02,2025-04
ADH-102022,2025-04-12,East,Enugu,POS,Retail,Home & Kitchen,Kettle,2,79.68,159.36,0.0,0.0,159.36,111.95,0.0,1.91,0,0.0,47.41,45.5,2025-04
ADH-102023,2025-04-12,North,Jos,POS,Retail,Health & Beauty,Hair Care,1,32.02,32.02,0.0,0.0,32.02,18.92,0.0,0.38,0,0.0,13.1,12.72,2025-04
ADH-102024,2025-04-12,North,Abuja,Wholesale,Retail,Health & Beauty,Body Lotion,15,50.28,754.2,0.0,0.0,754.2,507.41,2.42,6.03,0,0.0,246.79,238.34,2025-04
ADH-102025,2025-04-13,North,Kaduna,Online,Retail,Fashion,Handbag,1,51.51,51.51,0.0,0.0,51.51,38.76,4.52,0.93,0,0.0,12.75,7.3,2025-04
ADH-102026,2025-04-13,South,Benin,Online,SME,Home & Kitchen,Blender,1,52.31,52.31,0.0,0.0,52.31,35.64,6.12,0.94,0,0.0,16.67,9.61,2025-04
ADH-102027,2025-04-13,North,Jos,Wholesale,SME,Electronics,Earbuds,5,108.24,541.2,0.0,0.0,541.2,429.64,1.89,4.33,1,331.45,111.56,-226.11,2025-04
ADH-102028,2025-04-13,South,Benin,POS,SME,Groceries,Detergent,1,19.14,19.14,0.0,0.0,19.14,17.97,0.0,0.23,0,0.0,1.17,0.94,2025-04
ADH-102029,2025-04-13,North,Abuja,Online,Retail,Groceries,Cooking Oil,2,49.61,99.22,0.0,0.0,99.22,86.12,3.62,1.79,0,0.0,13.1,7.69,2025-04
ADH-102030,2025-04-13,North,Kaduna,Wholesale,Retail,Health & Beauty,Face Wash,12,28.4,340.8,0.0,0.0,340.8,266.74,1.26,2.73,0,0.0,74.06,70.07,2025-04
ADH-102031,2025-04-13,North,Jos,Online,Retail,Fashion,Sneakers,2,32.45,64.9,0.0,0.0,64.9,34.18,7.37,1.17,0,0.0,30.72,22.18,2025-04
ADH-102032,2025-04-13,East,Onitsha,POS,Retail,Health & Beauty,Face Wash,1,78.75,78.75,0.0,0.0,78.75,48.64,0.0,0.94,0,0.0,30.11,29.17,2025-04
ADH-102033,2025-04-13,South,Benin,POS,SME,Electronics,Power Bank,1,53.05,53.05,0.0,0.0,53.05,40.72,0.0,0.64,1,45.01,12.33,-33.32,2025-04
ADH-102034,2025-04-13,East,Owerri,Wholesale,Retail,Groceries,Detergent,10,49.81,498.1,0.0,0.0,498.1,447.14,0.66,3.98,0,0.0,50.96,46.32,2025-04
ADH-102035,2025-04-13,East,Onitsha,Online,SME,Health & Beauty,Hair Care,1,55.56,55.56,0.06,3.33,52.23,38.65,4.57,0.94,0,0.0,13.58,8.07,2025-04
ADH-102036,2025-04-13,South,Benin,Online,Retail,Home & Kitchen,Cookware Set,1,142.26,142.26,0.0,0.0,142.26,103.29,3.99,2.56,0,0.0,38.97,32.42,2025-04
ADH-102037,2025-04-13,East,Enugu,Online,Retail,Health & Beauty,Toiletries Set,3,12.43,37.29,0.0,0.0,37.29,29.08,4.6,0.67,0,0.0,8.21,2.94,2025-04
ADH-102038,2025-04-13,South,Warri,Wholesale,Corporate,Electronics,Earbuds,10,100.15,1001.5,0.0,0.0,1001.5,755.7,0.62,8.01,0,0.0,245.8,237.17,2025-04
ADH-102039,2025-04-13,South,Port Harcourt,POS,Corporate,Electronics,Bluetooth Speaker,1,105.24,105.24,0.0,0.0,105.24,77.73,0.0,1.26,0,0.0,27.51,26.25,2025-04
ADH-102040,2025-04-13,South,Warri,POS,Retail,Groceries,Rice 5kg,1,26.98,26.98,0.0,0.0,26.98,23.79,0.0,0.32,0,0.0,3.19,2.87,2025-04
ADH-102041,2025-04-13,East,Enugu,Online,Retail,Health & Beauty,Body Lotion,2,50.17,100.34,0.0,0.0,100.34,75.51,4.72,1.81,0,0.0,24.83,18.3,2025-04
ADH-102042,2025-04-13,South,Warri,Online,Corporate,Home & Kitchen,Cookware Set,3,60.29,180.87,0.0,0.0,180.87,133.83,5.09,3.26,1,123.66,47.04,-84.97,2025-04
ADH-102043,2025-04-13,East,Owerri,Online,SME,Groceries,Rice 5kg,2,54.53,109.06,0.0,0.0,109.06,95.41,4.4,1.96,0,0.0,13.65,7.29,2025-04
ADH-102044,2025-04-13,North,Jos,POS,Retail,Groceries,Detergent,2,50.69,101.38,0.0,0.0,101.38,85.34,0.0,1.22,0,0.0,16.04,14.82,2025-04
ADH-102045,2025-04-13,West,Abeokuta,Online,SME,Electronics,Bluetooth Speaker,2,42.52,85.04,0.0,0.0,85.04,67.24,3.98,1.53,0,0.0,17.8,12.29,2025-04
ADH-102046,2025-04-14,East,Owerri,Wholesale,Retail,Groceries,Beverage Pack,12,17.95,215.4,0.0,0.0,215.4,198.78,2.27,1.72,0,0.0,16.62,12.63,2025-04
ADH-102047,2025-04-14,South,Benin,Online,Retail,Groceries,Rice 5kg,1,31.45,31.45,0.0,0.0,31.45,27.13,4.6,0.57,0,0.0,4.32,-0.85,2025-04
ADH-102048,2025-04-14,West,Ilorin,Online,Retail,Home & Kitchen,Bedsheet,2,59.76,119.52,0.0,0.0,119.52,83.0,7.04,2.15,0,0.0,36.52,27.33,2025-04
ADH-102049,2025-04-14,South,Warri,Online,SME,Groceries,Detergent,1,27.5,27.5,0.0,0.0,27.5,23.29,9.0,0.49,0,0.0,4.21,-5.28,2025-04
ADH-102050,2025-04-14,South,Warri,Online,Retail,Electronics,Phone Accessory,1,98.1,98.1,0.0,0.0,98.1,66.14,4.37,1.77,0,0.0,31.96,25.82,2025-04
ADH-102051,2025-04-14,East,Owerri,Online,Retail,Groceries,Noodles Pack,2,37.95,75.9,0.0,0.0,75.9,68.41,5.17,1.37,0,0.0,7.49,0.95,2025-04
ADH-102052,2025-04-14,West,Abeokuta,POS,SME,Health & Beauty,Toiletries Set,2,53.77,107.54,0.0,0.0,107.54,67.65,0.0,1.29,0,0.0,39.89,38.6,2025-04
ADH-102053,2025-04-14,South,Port Harcourt,POS,Retail,Groceries,Detergent,2,26.61,53.22,0.0,0.0,53.22,43.72,0.0,0.64,0,0.0,9.5,8.86,2025-04
ADH-102054,2025-04-14,South,Uyo,Online,Retail,Groceries,Detergent,2,25.77,51.54,0.044,2.27,49.27,42.35,5.55,0.89,0,0.0,6.92,0.48,2025-04
ADH-102055,2025-04-14,East,Enugu,Online,Retail,Home & Kitchen,Extension Cable,1,38.87,38.87,0.0,0.0,38.87,29.03,6.15,0.7,0,0.0,9.84,2.99,2025-04
ADH-102056,2025-04-14,North,Jos,Wholesale,Retail,Groceries,Rice 5kg,10,49.92,499.2,0.0,0.0,499.2,448.52,1.23,3.99,0,0.0,50.68,45.46,2025-04
ADH-102057,2025-04-14,East,Enugu,POS,SME,Health & Beauty,Hair Care,1,74.23,74.23,0.0,0.0,74.23,52.19,0.0,0.89,0,0.0,22.04,21.15,2025-04
ADH-102058,2025-04-14,West,Ibadan,POS,SME,Electronics,Power Bank,2,99.76,199.52,0.0,0.0,199.52,132.6,0.0,2.39,0,0.0,66.92,64.53,2025-04
ADH-102059,2025-04-14,North,Abuja,Online,Corporate,Home & Kitchen,Extension Cable,1,38.32,38.32,0.0,0.0,38.32,31.39,5.26,0.69,0,0.0,6.93,0.98,2025-04
ADH-102060,2025-04-14,North,Abuja,Online,SME,Fashion,Handbag,3,43.9,131.7,0.0,0.0,131.7,96.58,5.01,2.37,0,0.0,35.12,27.74,2025-04
ADH-102061,2025-04-14,North,Kano,Online,Retail,Electronics,Smartwatch,3,74.06,222.18,0.0,0.0,222.18,176.27,8.68,4.0,0,0.0,45.91,33.23,2025-04
ADH-102062,2025-04-14,North,Kano,Online,Retail,Electronics,Bluetooth Speaker,2,64.48,128.96,0.0,0.0,128.96,105.33,7.46,2.32,0,0.0,23.63,13.85,2025-04
ADH-102063,2025-04-15,East,Owerri,Online,SME,Groceries,Noodles Pack,3,52.96,158.88,0.0,0.0,158.88,146.78,5.29,2.86,0,0.0,12.1,3.95,2025-04
ADH-102064,2025-04-15,West,Ibadan,POS,SME,Home & Kitchen,Bedsheet,1,52.69,52.69,0.086,4.53,48.16,30.11,0.0,0.58,0,0.0,18.05,17.47,2025-04
ADH-102065,2025-04-15,South,Benin,POS,Retail,Home & Kitchen,Bedsheet,2,90.24,180.48,0.0,0.0,180.48,145.48,0.0,2.17,0,0.0,35.0,32.83,2025-04
ADH-102066,2025-04-15,South,Benin,Online,Retail,Groceries,Beverage Pack,2,16.64,33.28,0.0,0.0,33.28,29.66,7.23,0.6,0,0.0,3.62,-4.21,2025-04
ADH-102067,2025-04-15,East,Aba,Online,SME,Electronics,Power Bank,2,92.5,185.0,0.0,0.0,185.0,138.04,7.32,3.33,0,0.0,46.96,36.31,2025-04
ADH-102068,2025-04-15,East,Enugu,POS,SME,Fashion,Cap,1,63.33,63.33,0.0,0.0,63.33,33.4,0.0,0.76,0,0.0,29.93,29.17,2025-04
ADH-102069,2025-04-15,South,Uyo,Online,Retail,Groceries,Noodles Pack,1,51.85,51.85,0.0,0.0,51.85,43.33,4.82,0.93,0,0.0,8.52,2.77,2025-04
ADH-102070,2025-04-15,South,Port Harcourt,Online,SME,Groceries,Noodles Pack,3,31.23,93.69,0.0,0.0,93.69,83.34,5.61,1.69,0,0.0,10.35,3.05,2025-04
ADH-102071,2025-04-15,South,Port Harcourt,Online,Corporate,Home & Kitchen,Bedsheet,1,56.81,56.81,0.0,0.0,56.81,38.6,5.64,1.02,0,0.0,18.21,11.55,2025-04
ADH-102072,2025-04-15,North,Abuja,POS,Retail,Groceries,Noodles Pack,2,42.85,85.7,0.03,2.57,83.13,71.24,0.0,1.0,0,0.0,11.89,10.89,2025-04
ADH-102073,2025-04-15,West,Lagos,Online,Retail,Electronics,Smartwatch,1,99.39,99.39,0.0,0.0,99.39,71.86,9.07,1.79,0,0.0,27.53,16.67,2025-04
ADH-102074,2025-04-15,South,Benin,Online,SME,Home & Kitchen,Blender,1,16.88,16.88,0.0,0.0,16.88,10.23,4.76,0.3,0,0.0,6.65,1.59,2025-04
ADH-102075,2025-04-15,West,Ibadan,Online,SME,Electronics,Power Bank,1,110.93,110.93,0.0,0.0,110.93,74.37,4.9,2.0,0,0.0,36.56,29.66,2025-04
ADH-102076,2025-04-15,West,Lagos,POS,SME,Fashion,Jeans,1,22.06,22.06,0.0,0.0,22.06,15.96,0.0,0.26,0,0.0,6.1,5.84,2025-04
ADH-102077,2025-04-16,South,Benin,POS,Retail,Health & Beauty,Face Wash,2,19.73,39.46,0.0,0.0,39.46,30.24,0.0,0.47,0,0.0,9.22,8.75,2025-04
ADH-102078,2025-04-16,West,Ilorin,POS,SME,Groceries,Cooking Oil,2,30.2,60.4,0.0,0.0,60.4,53.49,0.0,0.72,0,0.0,6.91,6.19,2025-04
ADH-102079,2025-04-16,West,Abeokuta,Online,Retail,Groceries,Noodles Pack,2,10.31,20.62,0.0,0.0,20.62,17.87,5.76,0.37,0,0.0,2.75,-3.38,2025-04
ADH-102080,2025-04-16,West,Ibadan,Online,SME,Groceries,Noodles Pack,3,24.95,74.85,0.0,0.0,74.85,63.02,4.32,1.35,1,71.93,11.83,-65.77,2025-04
ADH-102081,2025-04-16,East,Aba,Wholesale,SME,Groceries,Rice 5kg,10,54.87,548.7,0.0,0.0,548.7,459.14,0.55,4.39,0,0.0,89.56,84.62,2025-04
ADH-102082,2025-04-16,South,Warri,Wholesale,SME,Electronics,Earbuds,5,43.72,218.6,0.0,0.0,218.6,165.68,0.79,1.75,0,0.0,52.92,50.38,2025-04
